"date","UNRATE","EXPINF1YR","rgdp_growth","rgdp","CA","DE","FR","GB","IT","JP","US","WTISPLC","VIXCLS","inf_1","inf_2","inf_3","inf_4","inf_5","inf_6","inf_7","inf_8","inf_9","inf_10","inf_11","inf_12","inf_13","inf_14","inf_15","inf_16","inf_17","inf_18","inf_19","inf_20","inf_21","inf_22","inf_23","inf_24","inf_25","inf_26","inf_27","inf_28","inf_29","inf_30","inf_31","inf_32","inf_33","inf_34","inf_35","inf_36","inf_37","inf_38","inf_39","inf_40","inf_41","inf_42","inf_44","inf_45","inf_46","inf_47","inf_48","inf_49","inf_50","inf_51","inf_52","inf_53","inf_54","inf_55","inf_56","inf_57","inf_58","inf_59","inf_60","inf_61","inf_62","inf_63","inf_64","inf_65","inf_66","inf_67","inf_68","inf_69","inf_70","inf_71","inf_72","inf_74","inf_75","inf_76","inf_77","inf_78","inf_79","inf_80","inf_81","inf_82","inf_83","inf_84","inf_85","inf_86","inf_87","inf_88","inf_89","inf_90","inf_91","inf_92","inf_93","inf_94"
Aug 1993,6.8,2.8309168,NA,NA,4.99,6.8,6.75,5.875,9,2.5,3,18.009,11.93,2.454055244,0.450970809,1.000604214,4.117327283,3.028497439,10.90626442,-2.413353179,0.758556066,1.764392285,-0.270794508,-0.886199361,-0.251595907,-3.446527548,-7.115812144,0.069769962,1.21338079,2.983908095,-0.734102774,-0.300879294,-1.002404097,3.177980367,4.698578433,-7.443135726,4.698602068,0.182160066,1.042288517,1.233875491,-0.321233537,1.633169104,-0.088647193,0.189297714,-1.394091137,-4.292269524,-4.432711992,-3.03046687,1.055548027,3.091627945,-2.049769094,-1.047312361,1.733824208,2.445287647,3.630052553,3.650352559,3.997162685,2.997753163,2.735754157,4.195694409,5.207882404,4.85893151,5.503319725,6.167600389,2.712316585,14.67514328,3.03087208,2.588904151,4.177366889,2.598070299,2.186473077,1.929666711,1.914297771,2.076151224,6.491281738,4.857122598,8.370311098,3.30150696,0.853651503,7.129328521,4.754769753,3.269438862,2.881990484,2.867538598,-6.088588285,2.71727818,2.91744023,2.790325449,2.791902523,2.22758025,1.873554658,2.798566128,1.995490863,1.998384434,2.5599662,5.325920896,5.560217374,3.262228892,7.723577236,2.283819873,1.871558195,2.799094226,1.998061287,1.996908918,3.072267636
Sep 1993,6.7,2.6860327,NA,NA,4.9,6.7,6.75,5.875,8.5,1.75,3,17.514,12.93,2.393546058,0.247678706,1.425467015,4.296474416,3.138921017,11.25445268,-2.262762084,1.175163486,1.932882376,-0.31731779,0.497953985,0.983678738,-3.10461659,-6.708421893,0.942396282,1.507763859,2.041336263,-0.209454516,1.038706771,1.220789387,2.911567179,3.021658743,-3.829270107,3.019229738,-0.334752606,0.772785085,0.925087653,-0.32322782,2.55118069,-0.863316703,-0.996753804,-0.233243186,-4.934493009,-5.143610469,-3.068915036,0.448950691,2.900081235,-0.52658736,0.143603654,1.665953277,-4.52495547,3.17983346,3.675000943,3.938467418,3.115890648,2.918253389,3.995237723,4.960038932,4.697056736,5.183395114,4.481347056,2.580909463,9.032777494,3.261522294,2.4224604,5.303001265,2.42622166,2.247335578,1.71595264,1.783424865,1.247916982,7.01419103,6.034345542,8.120380658,3.33811848,1.194111142,6.898996703,4.483256207,3.205412386,2.681225592,2.405632701,-3.915352629,2.993819577,3.538750071,1.996053698,2.702081618,2.180981981,1.812310402,2.585414752,1.98364089,1.9841061,2.042494597,5.006115305,5.224606467,3.193906899,7.415820906,2.232192108,1.814267541,2.583758042,1.982213439,1.982630055,2.455553232
Oct 1993,6.8,2.7698057,1.912788804,10833.987,4.63,6.4,6.45,5.875,8,1.75,3,18.145,11.88,2.353842785,0.702248749,1.595144923,4.711992557,3.448157473,12.17096596,-2.179312555,1.243624106,1.80734726,0.257993604,-0.630780207,3.394302849,-3.332015756,-7.17077799,0.761677711,1.687532668,2.354573571,0.580319176,1.38451802,0.187763713,2.872723862,3.06072478,1.625405088,3.061494052,0.261142572,1.413626912,1.666584244,-0.373134328,0.991442288,-1.272959184,-1.472726382,-0.333042423,-1.698273422,-1.518030617,-3.284010063,0.632013998,2.888108624,0.926619444,0.283212409,1.786721411,-5.726640346,3.494467094,3.336022665,3.589285375,2.991872472,2.808149139,3.816808751,4.650513622,4.458898469,4.8114302,2.486999774,2.731710636,1.794299451,3.288353203,2.668486089,5.023658704,2.421196115,2.378050084,1.849450885,1.855252085,1.847381925,5.381689375,3.516437422,7.518923062,3.562623039,1.381507279,6.686609185,4.485527359,2.684705027,2.803177063,2.405733143,-3.898568462,2.731993678,3.052974766,2.223081384,2.806823386,2.142588648,1.921087054,2.187752732,1.885232997,1.883594555,2.009332445,4.653745416,4.780962896,3.531914894,7.151687027,2.204023304,1.921087054,2.186041688,1.883784103,1.885638391,2.40888537
Nov 1993,6.6,2.8056918,NA,NA,4.34,6.25,6.45,5.375,8,1.75,3,16.699,14.08,2.346091409,0.769222243,1.593680893,5.08904955,3.52722207,13.7820168,-2.368326142,0.960132351,0.892528325,0.662449913,0.57861436,2.788385044,-3.31652793,-6.708779497,-0.387513744,1.562169888,2.350620008,-0.149047586,0.772713553,-0.869519504,2.391342061,3.023442126,1.794934076,3.022851918,0.356315434,1.911857395,2.185521334,-0.027864855,1.717865539,-0.772004242,-0.975522369,0.203919678,-3.41377664,-3.414405987,-3.349933328,0.672767226,2.42398512,0.594659419,0.953114374,2.16359434,-5.26931201,2.984115767,3.282492748,3.473630351,2.699743906,2.717061026,2.621224395,4.411846419,4.376140492,4.441385453,2.422301267,2.747280718,1.610239472,3.473105409,3.48691219,4.491950182,2.410682432,2.502722672,1.928610905,1.795435011,3.041665073,5.21367864,3.342467666,7.376308278,3.808832518,1.449646257,6.682067976,4.601682335,2.828889484,2.689552642,2.414922231,-2.304642787,2.896152255,3.356223824,2.321381608,2.835017219,2.087835545,2.051591786,2.106547041,1.834357877,1.834542411,1.56522729,4.376563803,4.407670287,4.699543249,7.153442978,2.145977663,2.053540116,2.106939046,1.836862992,1.836574518,1.919923618
Dec 1993,6.5,2.6618748,NA,NA,4.11,6,6.2,5.375,8,1.75,3,14.51,11.36,2.190850162,0.598311432,1.708464575,5.016663537,3.497691387,13.10348934,-1.76922563,1.519198292,1.890768558,0.59801073,0.090836157,3.898476954,-2.85250853,-5.993043847,0.462664157,0.750974405,2.320905079,0.868960723,-0.021639026,-2.072511784,2.079974417,3.225470091,0.33559015,3.22478183,0.051202528,2.090434726,2.392795175,-0.025077671,-0.12557884,-1.182323626,-1.261916974,-0.801823599,-5.011685277,-5.06752466,-4.264398194,0.344285607,2.354576217,-0.545788287,1.725947757,1.415332205,-6.395758407,3.249995986,3.139758451,3.293464089,2.712241157,2.73710141,2.586455747,4.196229475,4.322728107,4.085203958,1.888223617,2.513507563,0.518209507,3.624542261,3.807140284,4.638586336,2.383254457,2.459382918,1.992153278,1.787144764,3.68852459,3.991952352,1.496792587,6.91582174,3.954166746,1.741619847,6.36294134,4.792521885,2.754326317,2.866186717,2.194662053,-1.380368098,2.935879638,3.362845166,2.050097957,2.949112606,2.305382801,2.186441338,2.034338479,2.062240745,2.063259321,1.578428772,4.155951887,4.076780668,6.13510047,6.857716725,2.361139053,2.186441338,2.034715923,2.064815543,2.063583512,1.98017749
Jan 1994,6.6,2.8546535,1.453062547,10939.116,3.88,6,6.2,5.375,8,1.75,3,15,11.29,1.977243052,0.411969257,1.61065726,4.740034358,3.593161732,11.74603175,-1.936446208,2.396255571,2.495366164,1.265520719,2.875595669,3.325897791,-2.947027204,-6.337553857,1.237393752,1.198921592,1.390575916,-0.171353295,-1.312567426,-3.819950584,1.378427933,3.531088173,-1.709368952,3.531390794,-0.190236479,2.046944113,2.377964198,-0.258879857,-2.264511465,-1.355932203,-1.573258705,-0.342510471,-5.756892665,-5.91911531,-3.94875785,0.010439192,2.439171648,-1.262375892,1.043635632,1.872402561,-7.747930149,3.728077233,2.907203839,3.037202913,2.659119203,2.691430687,2.506743738,4.20334507,4.724474874,3.760300824,0.880565348,2.421630756,-2.554795477,3.580147977,4.579471205,3.628682434,2.110183413,2.663912608,1.971268195,1.75475325,3.754173461,2.630173829,-0.470059622,6.308433059,3.739133736,1.099135807,5.811312964,4.772234273,2.477181349,2.966036279,2.423310495,-0.921534276,2.872238772,3.159217039,3.246604137,2.886148008,2.014152541,2.143927161,2.35814906,1.707742682,1.70606873,2.506862895,3.941313634,3.741232999,7.866396689,6.417454339,2.079495084,2.141940002,2.358588157,1.706250368,1.706336079,2.970730487
Feb 1994,6.6,2.8042649,NA,NA,4.1,6,6.1,5.125,7.5,1.75,3.25,14.78,13.64,2.059631532,0.301847573,1.901120493,4.642369499,3.575193552,11.10861945,-1.494314381,2.061040811,2.24509704,0.833460657,2.968842458,1.900555377,-2.778387005,-6.187923541,1.334436249,1.697370376,1.479835667,-0.493937144,1.467410641,1.27798924,1.277883793,3.908069956,0.662089733,3.906790712,-0.499007821,1.571329673,1.883809775,-0.609976379,-1.250746036,-2.803746246,-3.232579716,-0.750251762,-4.007885786,-4.583932955,1.435233016,-0.147380644,2.33257787,-0.722238941,-0.122682253,2.05768753,-8.23881027,4.07575465,3.103525129,3.272433367,2.99900811,2.762334279,4.065737207,4.239798157,4.840901558,3.729617669,0.787439152,2.384190467,-2.765610961,3.404745108,5.107240645,2.275013974,2.10072672,2.999660095,1.845516402,1.616825626,3.75898825,3.660063187,1.814611568,5.87196468,4.014833314,2.587049958,5.774305199,4.615573569,2.342517065,2.764702492,2.275111716,-1.812773995,2.659108285,2.806036892,3.273175456,2.934161208,1.977963391,2.296304931,2.54731014,1.689314694,1.689206785,1.840583831,3.930885529,3.776683087,7.927211506,6.376206811,2.038663684,2.296304931,2.547783862,1.687821478,1.687705103,2.365894623
Mar 1994,6.5,3.2724485,NA,NA,5.64,5.76,6,5.125,7.5,1.75,3.5,14.66,15.22,2.131317669,0.49468244,2.2442963,4.727412248,3.806212699,10.48992493,-0.979099981,1.272949816,1.156608728,1.096339911,1.336092066,2.254104452,-2.085086577,-4.927876635,0.503769821,2.430490705,1.64921466,0.764140069,4.031876282,5.569290826,1.424238428,3.835094405,4.399953364,3.833306217,-0.387121279,1.468882876,1.69067413,-0.05728177,-2.422607579,-2.134219043,-2.488110997,-0.438499,-3.913527192,-4.253819036,-0.735273944,-0.154536539,2.214265712,-0.330729075,0.878889613,0.564271029,-8.360579169,3.86593396,3.104820057,3.254133199,2.870970864,2.817420306,3.128300655,4.293818288,5.039291918,3.665566732,1.481153274,3.110365086,-2.138882368,3.075273984,5.168846453,0.912973053,2.277408245,3.298223215,1.855013088,1.635487421,3.652994527,3.581924693,1.710736345,5.799851879,3.960526812,2.242457524,6.028453482,4.907885041,2.552367207,2.613327202,2.292224681,-1.275258575,2.772505675,2.955500204,2.702608209,3.192635578,1.870850935,2.619468339,2.632340179,1.568543189,1.569654503,1.770496759,3.924746625,3.773730365,7.62155996,6.415081068,1.932542638,2.619417476,2.632829775,1.568972255,1.568137663,2.403806372
Apr 1994,6.4,3.2195329,1.844932833,11087.361,6.07,5.47,5.7,5.125,7.5,1.75,3.75,16.38,16.47,1.980442742,0.423124938,1.739785202,4.359732846,3.591895673,9.56930126,-1.081102859,1.104535615,1.329417777,0.599250365,0.094184764,2.59573579,-2.159886611,-5.255223902,1.085135135,2.422749331,1.697653091,0.734897654,1.677147034,-0.896922141,1.203667322,3.675836123,9.644727398,3.677883632,-0.248341952,1.474252826,1.733458208,-0.302827319,-4.17811846,-1.54518602,-1.825200387,-0.214089514,-3.830300373,-3.88320289,-3.339416555,-0.138023152,2.897649795,-0.773094623,-0.026937236,2.097761044,-8.560283434,3.374628266,2.906783725,3.060443764,2.636200475,2.744256208,2.150619783,4.217185029,5.029912487,3.533211795,1.73401209,2.95794666,-0.988007825,2.089075074,3.665780393,0.076804916,1.975067714,2.303884235,1.736025842,1.635929867,2.542533439,3.162388142,1.254985559,5.394515691,3.960750339,2.364470461,6.170487788,5.132093933,2.935042281,2.639632747,2.085025724,-1.601556442,2.596703541,2.716131783,2.478546013,3.05537754,1.939028713,2.435530086,2.319269677,1.640399469,1.641871179,1.831501832,3.795190577,3.659098767,5.347243132,6.478044681,1.99862164,2.435530086,2.319698933,1.640879558,1.640366528,2.409738153
May 1994,6.1,3.2434833,NA,NA,6.59,5.21,5.4,5.125,7,1.75,4.25,17.88,13.9,1.814177691,0.539268231,2.084681947,4.360528647,3.676305257,9.050367855,-0.642735872,2.095314223,2.939281863,0.957861688,0.424924432,2.272908287,-1.763170637,-5.272753133,2.837255462,2.527968354,2.512652513,0.892319428,1.81691974,-0.05261884,0.55306408,3.708918576,8.768584816,3.708377284,-0.251359093,0.935295432,1.084884914,-0.030783439,-8.603818315,-0.936327981,-1.10848823,-0.132891703,-3.816332019,-3.860035211,-3.400818614,0.053338865,2.816648009,0.517765063,-0.521526633,1.857968621,-7.814787048,3.185893983,2.56913732,2.706415206,2.539193998,2.763848172,1.522977592,3.903681491,4.404509067,3.479101709,1.709769428,2.939307808,-1.009309022,2.53693946,3.898087731,1.189023263,1.876194628,2.66175786,1.695873375,1.572422135,2.676943322,1.559247552,-1.055111485,4.621839159,3.294711269,2.115360964,6.05036336,3.242062825,2.904030855,2.687136455,2.040304212,-1.474930421,2.510359627,2.646460913,2.417149923,2.937036689,1.806036616,2.455266663,2.123168357,1.425515364,1.428078052,1.585482689,3.650793651,3.537014377,5.511183523,6.362845712,1.882391234,2.455266663,2.123560038,1.427876666,1.426548306,1.739362029
Jun 1994,6.1,3.4229273,NA,NA,5.69,4.97,5.2,5.125,7,1.75,4.25,19.07,13.41,2.02755754,1.032902312,2.14300786,4.617376459,3.844515203,9.245228197,0.005425274,2.326079728,2.723912384,1.365452088,2.187775068,2.114064373,-1.598554615,-4.751862917,3.443078035,1.407257322,1.627186532,1.8675961,0.800421365,0.271762118,0.653509174,3.838771593,0.33180638,3.839221236,0.456138807,1.578391863,1.792653061,0.207013274,-11.52123298,-0.31155061,-0.470983602,0.427937021,-1.969951432,-1.823620008,-3.314219869,0.462082491,2.599446248,1.911427899,0.13485301,1.702819112,-6.933977572,2.720970264,2.614415009,2.735055405,2.46716842,2.740016174,1.236274139,4.000216131,4.52398019,3.554987212,1.115965429,2.836192353,-2.644533326,2.175667743,3.406513058,0.535300394,2.078409681,2.475435415,1.753560744,1.505433142,3.734025935,2.073331268,-0.143310472,4.705029123,3.397071169,2.334135188,5.984802636,3.322951605,2.78986531,2.80147787,1.959916059,-0.845429441,2.701255539,2.822922425,2.175799008,3.162930307,2.124125256,2.765875314,2.40299914,1.817332763,1.815763104,1.718794026,3.718656171,3.619762876,4.551278676,6.293875575,2.184132494,2.765875314,2.40344227,1.815881666,1.8177734,1.974560128
Jul 1994,6.1,3.2848815,1.161098402,11152.176,5.38,4.85,5,5.125,7,1.75,4.25,19.65,12.48,2.185708357,1.496585085,2.361800445,4.461152882,3.815148944,8.817493766,-0.287539503,2.746179903,2.974841587,1.483485085,3.754323857,2.113134582,-1.64985121,-4.973767814,2.949229233,2.109185719,2.137908695,2.678264735,2.310962569,1.172474365,1.890904346,4.233311642,5.155821557,4.234646635,1.043531864,2.134331701,2.376247326,0.544894243,-9.90451467,-0.667343183,-0.770343431,-0.193239648,1.894077865,2.347175071,-2.156097024,0.502027418,2.096793373,2.293518876,0.656037453,0.929363922,-6.588252273,2.863596159,2.59339133,2.709045551,2.472590662,2.776335775,1.110418673,4.031997704,4.415799471,3.708562589,0.769558965,2.862995903,-3.78494142,2.199794857,3.610445974,0.117623275,2.189951985,2.923803898,1.546353012,1.426095475,2.515605024,1.846325639,-0.307154494,4.394069133,3.666685279,2.101649365,5.869565217,3.168155971,2.667969337,2.918210316,1.976847044,-0.771193568,2.772558122,2.838548369,2.29680144,3.276939776,2.286993934,2.976878613,2.459250786,1.984311898,1.984311697,1.86369176,3.800254427,3.757943659,4.076542004,6.194781533,2.341649979,2.976878613,2.457609806,1.982909303,1.982861182,1.792678196
Aug 1994,6,3.2882372,NA,NA,5.38,4.85,5,5.125,7.5,1.75,4.75,18.38,11.89,2.246432408,1.699582016,2.287070394,4.600349595,3.697978068,9.429685276,0.044939536,2.039325096,2.106970369,1.234850392,2.898098462,1.687471562,-1.734047735,-4.709325156,1.912259445,1.88739564,2.086538861,2.28005481,2.745570751,1.510912143,2.535858316,2.745864358,6.992655402,2.743304238,1.394509942,2.141317365,2.427896366,0.239599826,-8.238537993,-2.229236872,-2.6795135,-0.088362551,6.503486878,7.317128168,-0.777808754,0.999821194,2.146881487,2.446091548,0.511675412,1.122165536,-2.921920012,1.83596807,2.567937261,2.615812856,2.52588071,2.862573436,1.018928336,3.969730581,4.365201353,3.637109856,1.306580299,3.353313353,-3.141537169,1.587504101,2.644449817,-0.670136036,2.386957756,2.370893499,1.645224904,1.458631333,3.143336918,0.915393159,-1.633080876,3.96930168,3.717520416,1.869326863,6.007739009,3.106226757,2.310830028,2.956673363,1.61749804,1.193163032,3.1556841,3.385119464,2.37374349,3.397423931,2.392016052,3.258820361,2.569435948,2.142593993,2.141725776,2.074750955,3.724968774,3.654774297,2.576124567,6.397941681,2.439902764,3.258820361,2.569907606,2.141236254,2.142057684,1.902179453
Sep 1994,5.9,3.251555,NA,NA,5,4.85,5,5.625,7.5,1.75,4.75,17.46,13.23,2.253287961,1.924461827,1.983986581,4.70378156,3.87724285,9.590256144,-0.440462758,1.325128054,1.306435431,1.548890433,0.571663554,2.343579682,-1.730732636,-4.404867002,0.276646586,2.055621243,3.253022075,1.854901882,1.37613499,0.226790548,2.571283427,4.18760469,0.530598035,4.190124116,1.885625055,2.255843305,2.620977607,-0.159342503,-12.5560023,-1.484026108,-1.428831002,-1.731244017,7.013480335,7.894556971,-0.833473178,1.786276715,1.947975053,2.07060228,0.148376817,1.148941356,2.500694637,3.202970141,2.446210647,2.493059514,2.404782825,2.854677914,0.401629037,3.86076288,4.312042088,3.47546729,1.549735895,3.254792332,-2.198207921,1.179442445,1.933619796,-1.071981072,2.422168433,2.095174178,1.657013252,1.573574477,2.307965661,0.224181169,-3.090651322,4.244482173,3.965622627,1.617125382,6.304513647,3.186017716,2.368145824,2.830706352,1.636745607,1.118347759,3.059108509,3.139694447,2.30589861,3.628566101,2.371784728,3.369792968,2.516184194,2.169785734,2.169126501,2.314597897,3.614748173,3.548454036,1.12172043,6.283043968,2.40647482,3.367805928,2.516645287,2.170416449,2.171182796,2.22725788
Oct 1994,5.8,3.4983836,1.694335415,11279.932,4.94,4.85,5,5.625,7.5,1.75,4.75,17.71,15.25,2.105649191,1.275723791,1.653011262,4.778882491,3.735908754,10.15427321,-0.483250061,0.596940497,0.699670533,0.923493898,0.029524851,0.258105678,-2.317642276,-5.050903131,-0.532686357,2.703463468,1.805763957,0.76697339,1.005609523,-0.586451599,2.841996952,3.370328887,0.8957432,3.371836884,1.072578285,1.500413249,1.773843111,-0.276706356,-11.93164204,-1.670930122,-1.476501165,-2.568567259,2.03991229,2.514850627,-2.363438033,2.005545979,2.079141516,1.5316003,0.742455692,1.273299497,3.202776005,3.539048334,2.594643668,2.646405697,2.397926118,2.869166029,0.277470519,4.059749266,4.757690822,3.462337612,1.005326022,3.013394705,-3.383374097,1.27745162,2.451450934,-1.219002634,2.141039078,2.145259332,1.707289678,1.62241334,2.366245545,1.3406925,-1.343936247,4.589302025,3.934668266,1.351285349,6.257628237,3.3845643,2.202676009,2.770083102,1.698987472,1.094671169,3.080586081,3.302671763,2.214275891,3.372371425,2.26587691,3.152954698,2.356020942,2.045428207,2.047711331,2.261015683,3.657950587,3.559937532,2.3513495,6.341827559,2.307071793,3.152954698,2.356451318,2.047953013,2.046277079,2.335944654
Nov 1994,5.6,3.5738487,NA,NA,5.44,4.85,5,5.625,7.5,1.75,5.5,18.1,16.38,2.10624247,1.24291921,1.67621431,4.749759492,3.346385044,10.28277905,0.424134629,0.484279214,0.446610697,1.373372885,-0.337824541,0.357958283,-2.226933794,-5.875310913,2.204229428,3.180294168,1.76807719,0.706544995,1.369265133,1.22079272,3.241277744,3.222098252,-2.959405305,3.22225107,1.011089844,1.370123692,1.629159858,-0.335865097,-10.13311986,-2.421237122,-2.396223933,-2.54130243,4.20402202,4.897644728,-2.156774412,1.677405851,2.404121351,1.333248683,-0.75687778,1.111307304,3.185347402,3.04892313,2.616463426,2.657411816,2.535500819,2.921923011,0.78751997,4.040941586,4.563170642,3.593510748,0.337859073,3.056977704,-5.551429893,1.364663353,2.42091138,-0.9466187,2.105106002,2.412449741,1.865943723,1.803171029,2.348507352,1.442206939,-1.187339549,4.643228994,3.76844662,1.223054952,6.138854256,3.379848628,2.051673146,2.816530666,1.311257018,1.478846071,3.21672698,3.573970977,2.128206446,3.21386941,2.309307208,3.159663224,2.216958212,2.090605774,2.090896637,2.359292399,3.717613216,3.641314554,2.274973586,6.274456888,2.349635833,3.159602902,2.21736225,2.089241276,2.089470439,2.433610297
Dec 1994,5.5,3.9072213,NA,NA,5.69,4.85,5,6.125,7.5,1.75,5.5,17.16,14.18,2.148455369,1.363526224,1.809129932,4.954688181,3.336527764,11.3137418,0.144196107,0.128247408,-0.358540932,2.354900822,-0.720067833,0.199060743,-1.981019825,-5.441923415,1.658867128,4.395875171,1.556649635,-1.578221916,1.957457124,1.977630259,3.4642997,3.000101014,-1.604146101,3.00017095,1.128803498,1.618798956,1.925342543,-0.432001561,-8.045841519,-2.602214541,-2.636070548,-2.455150171,5.601877164,6.209864431,-0.106398275,1.37540091,2.202019009,0.16702106,-1.08546822,1.282872928,2.808365682,3.40585683,2.613432755,2.64881279,2.488752207,2.926792137,0.500872306,3.960028299,4.457060611,3.536436895,0.441924192,3.484510533,-6.21374002,1.25126208,1.897682234,-0.567768234,2.120679943,2.049129224,1.787048103,1.826971724,1.464120693,1.997892922,-0.131885448,4.622543722,3.537826685,0.86685047,6.099911785,3.112610912,2.128411034,2.898904233,1.285855589,1.530954385,3.180186255,3.455299338,2.368872129,3.183949204,2.450826259,3.199009241,2.209922431,2.26134525,2.259278262,2.525789542,3.65164065,3.581927463,1.101040618,6.209512302,2.487135506,3.199009241,2.208303869,2.260028515,2.259626076,2.494764451
Jan 1995,5.6,3.7001702,0.898704383,11319.951,7.25,4.85,5,6.125,7.5,1.75,5.5,17.99,12.27,2.321504786,1.5793537,2.049766049,5.152580195,3.233563178,12.5591416,-0.202357671,-0.099147767,-0.660246227,1.173689292,0.023227108,0.613622219,-1.64164472,-5.221626845,2.401344429,4.719228031,1.810426736,-0.255982855,3.02530778,2.556054776,3.489642969,3.534861862,3.411254736,3.533720217,1.328328886,1.521814788,1.821085231,-0.512126371,-3.530950305,-1.852380829,-1.834372811,-1.942187909,5.936062557,6.505438087,0.572833791,1.516507113,1.829040687,1.121529693,0.075623395,0.868826973,1.810628625,3.477748305,2.760004338,2.896539129,2.639507342,2.954907766,1.202984906,4.331221401,4.509751027,4.177268872,0.287797087,3.502837909,-6.739255014,1.297275901,1.400316025,-0.096458341,2.461313917,2.281589646,1.778283667,1.797437576,1.648269411,2.682235967,0.993176254,4.790800959,3.867827869,2.345819452,6.005918122,3.053830228,2.95096599,3.199205353,3.156534463,-1.20324315,2.835755655,2.686247069,2.674034662,3.251507718,2.856743487,3.531226787,2.374552877,2.708485947,2.7095957,2.534823604,4.028111413,4.136707442,-0.352177019,6.100574329,2.885938421,3.53313144,2.374984841,2.709269365,2.710013182,2.277650679
Feb 1995,5.4,3.5637152,NA,NA,8.12,4.85,5,6.625,8.25,1.75,6,18.53,11.47,2.265952917,1.535561533,1.856532388,5.397749451,3.05013516,13.82211411,0.076052857,0.232335557,0.412958348,0.28714079,-0.734517015,0.76717252,-2.137820805,-5.77709064,2.357131774,3.667993621,1.587350766,-0.55806458,1.08870416,-1.234567901,3.613753314,3.523506776,2.368229293,3.524467624,1.363756342,2.19848151,2.540729247,-0.152381485,-2.746025489,-2.007453763,-2.165649022,-1.266298006,3.63808707,4.593443641,-4.668703719,1.724960491,1.371957195,0.872004906,1.184389231,1.397618626,2.189695091,3.59765619,2.696665646,2.768323535,2.507600219,2.864006961,0.879425193,4.105937034,4.285420717,3.947191421,0.926495888,3.053510225,-3.795732147,1.193895871,1.065523355,0.111129329,2.443182759,1.903720815,2.002426052,1.965036926,2.313788829,2.449730683,0.346122055,5.06123524,3.3705617,0.154609031,6.27551351,4.139566555,3.158383651,3.232500748,3.280712752,0.631684732,3.151508546,3.260475569,2.552255601,3.124540238,2.837077183,3.511470678,2.204001048,2.672614355,2.671833919,2.870118751,3.88314927,3.85889799,-0.622313679,6.47606383,2.867683753,3.511470678,2.204400742,2.673385391,2.672244515,2.777102577
Mar 1995,5.4,3.474127,NA,NA,8.06,4.85,5,6.625,8.25,1.75,6,18.55,12.17,2.173286622,1.449211523,1.748233583,5.597557591,2.810263571,15.05558419,0.126314074,0.55009852,1.151249928,0.112995207,-0.421698806,-0.568787427,-2.994007663,-6.666404773,0.224719101,4.16945238,1.472057687,-2.317439968,0.752538659,-2.937672049,4.044987648,3.586680902,5.172445884,3.588740983,1.289064219,2.307936508,2.650067992,0.001397917,-6.148965299,-2.024992603,-2.314454025,-0.670793586,3.441778101,4.31338421,-4.19280838,1.440604816,1.119351872,-0.057647828,0.843416582,1.374429173,2.003450169,3.862409378,2.598567916,2.654722832,2.374948248,2.800565771,0.428289449,4.094303654,4.041517695,4.136145733,0.756276314,2.677931888,-3.485156338,1.371631435,1.263446683,0.521669342,2.340590595,1.96518694,2.189944134,2.105734767,2.871268657,1.848995525,-0.743748081,5.072844205,3.201626223,0.068940639,5.988158826,3.594174394,3.014758986,3.360842451,3.189571751,0.966300795,3.287949015,3.535061746,2.786382979,2.88137456,3.047463061,3.404102331,2.295055565,2.905936881,2.904663513,2.645748236,3.958148258,3.978233011,-0.394170255,6.342334005,3.075497586,3.402145736,2.295471478,2.904795799,2.905109988,2.454446285
Apr 1995,5.8,3.4644238,0.780453928,11353.721,7.97,4.51,5,6.625,8.25,1,6,19.87,12.44,2.320684693,1.590759076,1.759374675,5.32580413,3.048089907,13.47878813,0.012218964,0.336144279,0.344509163,-0.089541819,1.173513281,-0.399534523,-2.754114114,-5.879945981,-0.429127174,3.560852381,1.178459804,-0.99121781,1.612903226,0.587481873,3.278158123,3.711964845,0.312142022,3.709671513,1.498154765,2.888241072,3.273790297,0.300947635,-8.23640861,-2.350686737,-2.642189887,-0.984698215,3.850625812,4.552369022,-2.350156395,1.496574375,0.500847738,0.955161833,1.176576253,0.138294369,2.066455325,4.522868175,2.751191884,2.842812392,2.512080928,2.881773863,0.802124039,4.044790958,3.889908833,4.174402358,1.241594996,2.850228993,-2.343626967,2.168709393,2.679399727,0.893542375,2.697352141,2.580805261,2.267156863,2.107008458,3.514152686,2.002505505,-1.003429658,5.769398812,3.655863331,0.444141033,5.936819172,3.476197124,2.672683735,3.455087589,3.124289504,0.075936672,3.151515152,3.079311216,3.232175378,3.171467764,3.112285704,3.753543754,2.449561932,2.993724692,2.993848723,3.324556849,4.048463357,3.961680286,2.244527388,6.254932912,3.134779516,3.753543754,2.450005025,2.994586709,2.994307918,3.089621214
