"Date","Clus_inf_1","Clus_inf_2"
"2007-05-01",0.0491146382345669,0.503907835480322
"2007-06-01",0.0215817187881363,0.461691000859745
"2007-07-01",0.0232027967060478,0.392849896071951
"2007-08-01",-0.00710149506173154,0.361189632742304
"2007-09-01",0.00789921574084833,0.384706842003366
"2007-10-01",0.104040209492137,0.496895401353893
"2007-11-01",0.205750325247284,0.621222804697905
"2007-12-01",0.233968718363987,0.679617638203116
"2008-01-01",0.180656426100849,0.579841089457808
"2008-02-01",0.126738308117758,0.449587309656286
"2008-03-01",0.125600391748126,0.450126700044633
"2008-04-01",0.160229978371059,0.498752069528616
"2008-05-01",0.209551685612277,0.532707889026456
"2008-06-01",0.269617101067566,0.562148958023141
"2008-07-01",0.318221215083903,0.606274554720648
"2008-08-01",0.352640952712786,0.597770374040437
"2008-09-01",0.325009727437362,0.561857238312743
"2008-10-01",0.19200167866153,0.44879531809256
"2008-11-01",-0.049861878457527,0.367043865894696
"2008-12-01",-0.24941072089078,0.35229048510265
"2009-01-01",-0.37333277379784,0.37556096563457
"2009-02-01",-0.440134218047972,0.399815302742662
"2009-03-01",-0.506133968624068,0.421592414202648
"2009-04-01",-0.608983678851327,0.461578260398383
"2009-05-01",-0.711865289050776,0.466567131213798
"2009-06-01",-0.785040002998257,0.449073329549967
"2009-07-01",-0.858749104635687,0.421994509019882
"2009-08-01",-0.923086414384536,0.46640962540585
"2009-09-01",-0.904541752270693,0.528818374743845
"2009-10-01",-0.78603569070267,0.652470872662406
"2009-11-01",-0.599580568604803,0.746747890514744
"2009-12-01",-0.467644072034333,0.690399433248751
"2010-01-01",-0.388230872614582,0.593072425635623
"2010-02-01",-0.399279432637462,0.521388276885916
"2010-03-01",-0.432885038395005,0.457145141322855
"2010-04-01",-0.417358599045766,0.405543432241168
"2010-05-01",-0.421957951455304,0.352133800359547
"2010-06-01",-0.500039639816651,0.306490905076251
"2010-07-01",-0.565130259933003,0.276930566870287
"2010-08-01",-0.568628062832885,0.170350463632613
"2010-09-01",-0.615659130484088,0.0779541786317026
"2010-10-01",-0.686353049517818,-0.0900951403433461
"2010-11-01",-0.708769381972678,-0.246977101134774
"2010-12-01",-0.673437628407392,-0.252360831134112
"2011-01-01",-0.591259403403279,-0.250443494803549
"2011-02-01",-0.482809867588598,-0.194933637643525
"2011-03-01",-0.39021306433604,-0.173412795241831
"2011-04-01",-0.285675408280543,-0.223534651959869
"2011-05-01",-0.158079709540218,-0.214086146346054
"2011-06-01",-0.06586913518085,-0.218337634598164
"2011-07-01",-0.0338059789275483,-0.246921578006551
"2011-08-01",-0.0102649377551228,-0.227029098910253
"2011-09-01",0.0247864378001865,-0.183641387778683
"2011-10-01",0.0106817611645557,-0.171377652707328
"2011-11-01",0.00306071923094335,-0.181720290402845
"2011-12-01",0.0289223981264407,-0.13041879693196
"2012-01-01",0.0267377352271902,-0.0994802294853031
"2012-02-01",-0.0179459355882559,-0.169426912175719
"2012-03-01",-0.0616242861870348,-0.215283692970006
"2012-04-01",-0.0967316873432602,-0.215298272964247
"2012-05-01",-0.184227035344845,-0.213895318445765
"2012-06-01",-0.23505269104962,-0.221978751887554
"2012-07-01",-0.232804340201163,-0.21105881960371
"2012-08-01",-0.25776524618287,-0.215818181832052
"2012-09-01",-0.251287287571894,-0.284246252158432
"2012-10-01",-0.173180859339706,-0.335731935408546
"2012-11-01",-0.143809081188515,-0.388586955806793
"2012-12-01",-0.191168244463571,-0.430034102764079
"2013-01-01",-0.246517712036965,-0.397659254185448
"2013-02-01",-0.259476913011675,-0.333599405863471
"2013-03-01",-0.283383956583771,-0.286314596806495
"2013-04-01",-0.362698156098655,-0.394807433643147
"2013-05-01",-0.381853885957165,-0.567310422951333
"2013-06-01",-0.357715602424673,-0.584120907644845
"2013-07-01",-0.347095312649127,-0.579654656466446
"2013-08-01",-0.362151302026541,-0.63111002609251
"2013-09-01",-0.406187290194839,-0.646368155084245
"2013-10-01",-0.469061285206036,-0.588476428820029
"2013-11-01",-0.503957766396472,-0.525360765821479
"2013-12-01",-0.486429921733354,-0.583123735718873
"2014-01-01",-0.487146049074908,-0.703916669987584
"2014-02-01",-0.520479763627437,-0.80724338508736
"2014-03-01",-0.492193445786713,-0.909294066196041
"2014-04-01",-0.422634196791239,-0.840591352683126
"2014-05-01",-0.39825672989843,-0.728057640577826
"2014-06-01",-0.410782646999911,-0.775953984456141
"2014-07-01",-0.396816220063962,-0.847084056539893
"2014-08-01",-0.384647506002582,-0.840495503258507
"2014-09-01",-0.393110618011048,-0.835700089036191
"2014-10-01",-0.373390793724008,-0.967470221179354
"2014-11-01",-0.407125445845889,-1.07308865725866
"2014-12-01",-0.490023741983681,-1.03099253660079
"2015-01-01",-0.568080491202568,-1.01273835285926
"2015-02-01",-0.599797378700228,-1.02576717347698
"2015-03-01",-0.598459414107563,-1.02149278154942
"2015-04-01",-0.604421564142372,-1.02018910190667
"2015-05-01",-0.586945932562489,-1.02004747213453
"2015-06-01",-0.568225744947692,-1.01357107814596
"2015-07-01",-0.579157151163413,-0.983634053005304
"2015-08-01",-0.586188902748131,-0.974795253337875
"2015-09-01",-0.595504121199695,-0.943035636301477
"2015-10-01",-0.640525998788489,-0.866056029998354
"2015-11-01",-0.653786801672117,-0.813763576109885
"2015-12-01",-0.62939865267599,-0.807064643740617
"2016-01-01",-0.572156134507594,-0.836357396515613
"2016-02-01",-0.500165587458867,-0.848597232458934
"2016-03-01",-0.477063941899449,-0.905114877793113
"2016-04-01",-0.44989642260059,-0.964391076065906
"2016-05-01",-0.431164009377782,-0.92864112405262
"2016-06-01",-0.448363689951039,-0.881890343188416
"2016-07-01",-0.464613605576014,-0.852132099017909
"2016-08-01",-0.449418588369558,-0.726538995786634
"2016-09-01",-0.403920476401643,-0.651606784145625
"2016-10-01",-0.352456887020661,-0.680468588800021
"2016-11-01",-0.319043484245889,-0.681194523498628
"2016-12-01",-0.286677680687632,-0.674146153454539
"2017-01-01",-0.216255783298712,-0.603410121923477
"2017-02-01",-0.137765254348774,-0.607027769603163
"2017-03-01",-0.16200633245102,-0.636386596218055
"2017-04-01",-0.226548634585423,-0.680850132411466
"2017-05-01",-0.262341905298375,-0.819764089340643
"2017-06-01",-0.30595898871258,-0.873038695146218
"2017-07-01",-0.321290547270215,-0.856257546903089
"2017-08-01",-0.309623719740981,-0.996764523707718
"2017-09-01",-0.261614677104451,-1.13629354785859
"2017-10-01",-0.224347221592269,-1.0397361602828
"2017-11-01",-0.207612700483387,-0.947616257166897
"2017-12-01",-0.212679539835851,-0.921430040815759
"2018-01-01",-0.234439411058416,-0.836672771599672
"2018-02-01",-0.269504023130158,-0.695063560536813
"2018-03-01",-0.231777620058172,-0.583910373877353
"2018-04-01",-0.18466585014816,-0.451686470180178
"2018-05-01",-0.1782137857414,-0.259927807659147
"2018-06-01",-0.142624939586384,-0.194297266602448
"2018-07-01",-0.100945445297131,-0.193225612927869
"2018-08-01",-0.108407104652576,-0.168893149428761
"2018-09-01",-0.173375010031,-0.203753202895681
"2018-10-01",-0.204405897692371,-0.309144486609404
"2018-11-01",-0.194394189741674,-0.382409863991558
"2018-12-01",-0.123238568817983,-0.423541409005706
"2019-01-01",-0.0925196841492793,-0.549259949755896
"2019-02-01",-0.150426708492123,-0.662154485857944
"2019-03-01",-0.21808092528173,-0.729470257816595
"2019-04-01",-0.242749036185301,-0.803008651963544
"2019-05-01",-0.237874518675823,-0.904610940732568
"2019-06-01",-0.20026291224089,-0.987517273637689
"2019-07-01",-0.222654140375393,-1.01048586938561
"2019-08-01",-0.257072386531583,-0.95629463280365
"2019-09-01",-0.255931785916753,-0.929181125705588
"2019-10-01",-0.247568447680162,-0.86109627374817
"2019-11-01",-0.217182742234388,-0.758983864933422
"2019-12-01",-0.257743551882395,-0.761013750147163
"2020-01-01",-0.292965625213629,-0.727675438207751
"2020-02-01",-0.244754243502304,-0.647146644343575
"2020-03-01",-0.232144100813099,-0.58492090562495
"2020-04-01",-0.297773232517156,-0.567471760604715
"2020-05-01",-0.345781670411582,-0.429415381322282
"2020-06-01",-0.399075687503458,-0.260610665114543
"2020-07-01",-0.394176532755158,-0.237579060838706
"2020-08-01",-0.311917302930064,-0.241877557477304
"2020-09-01",-0.225171909038343,-0.198636458774235
"2020-10-01",-0.244708099862614,-0.26104016466911
"2020-11-01",-0.265312115125343,-0.426611799286056
"2020-12-01",-0.195185321412975,-0.493215863193384
"2021-01-01",-0.123313771114888,-0.444320999546813
"2021-02-01",-0.0758930129351618,-0.38972365714487
"2021-03-01",0.0751061576512365,-0.399631388400282
"2021-04-01",0.399584149349787,-0.405584293369815
"2021-05-01",0.719767691834687,-0.474104958193608
"2021-06-01",0.956168644733049,-0.625345601073667
"2021-07-01",1.12996628556401,-0.665975070760166
"2021-08-01",1.26459903157449,-0.671287249859629
"2021-09-01",1.3201199945576,-0.625821902105281
"2021-10-01",1.48922800030969,-0.551270397355053
"2021-11-01",1.71317577510012,-0.472629957293362
"2021-12-01",1.86831776512745,-0.343622402409187
"2022-01-01",2.02451701503168,-0.206957939038107
"2022-02-01",2.16475864260701,-0.111606974719153
"2022-03-01",2.26674877189999,-0.0878812242612887
"2022-04-01",2.23742018206648,-0.131019483179769
"2022-05-01",2.16333383899212,-0.181511886965727
"2022-06-01",2.18960369618171,0.0340342979345572
"2022-07-01",2.20944190795279,0.19848185161295
"2022-08-01",2.16899640235495,0.222704202619876
"2022-09-01",2.21922353665155,0.227337925689882
"2022-10-01",2.19181537993808,0.140352782347388
"2022-11-01",2.06567009172591,0.126953502586829
"2022-12-01",1.9623556932539,0.135737914794953
"2023-01-01",1.86323558126657,0.0199595887802037
"2023-02-01",1.76450014889667,-0.100840267533272
"2023-03-01",1.61012286809796,-0.0552293253338165
"2023-04-01",1.4804545246775,0.200363901174225
"2023-05-01",1.38819071038261,0.412338215995528
"2023-06-01",1.24581482863463,0.243639158736798
"2023-07-01",1.1055032389942,0.0707776656117356
"2023-08-01",0.972321189679709,0.0490050892390575
"2023-09-01",0.876504511130397,0.0812737048011479
"2023-10-01",0.795170460725948,0.239230952481059
"2023-11-01",0.647188471765894,0.268641306437261
"2023-12-01",0.523221440512911,0.185455541769448
"2024-01-01",0.446635557679735,0.270478051160321
"2024-02-01",0.388266285317308,0.223290988174435
"2024-03-01",0.373526635798361,0.158255420381543
"2024-04-01",0.362754555328552,0.0896905125125022
"2024-05-01",0.272261817612805,-0.10691070649239
"2024-06-01",0.194917187515065,0.0221114318462399
"2024-07-01",0.21949082010874,0.128502981258448
"2024-08-01",0.238311399959716,0.0404429394415143
"2024-09-01",0.160215813771108,0.0583949549677721
"2024-10-01",0.168088275070242,0.0174362179520798
"2024-11-01",0.258661413915361,-0.0845986471843782
"2024-12-01",0.265067456686434,-0.070625657797885
